input_id,id_employee,prediction_timestamp,features
17952,21345,2025-12-10 17:52:22.527355+00:00,"{""id_employee"": 21345, ""age"": 41, ""genre"": ""F"", ""revenu_mensuel"": 5993, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Commercial"", ""poste"": ""Cadre Commercial"", ""nombre_experiences_precedentes"": 8, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 6, ""annees_dans_le_poste_actuel"": 4, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 0, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 1, ""niveau_education"": 2, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 5, ""satisfaction_employee_environnement"": 2, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 4, ""satisfaction_employee_equipe"": 1, ""satisfaction_employee_equilibre_pro_perso"": 1, ""eval_number"": ""E_21345"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17951,21348,2025-12-10 15:51:48.955501+00:00,"{""id_employee"": 21348, ""age"": 33, ""genre"": ""F"", ""revenu_mensuel"": 2909, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 8, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 3, ""niveau_education"": 4, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 3, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 3, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21348"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17950,21347,2025-12-10 15:51:48.909297+00:00,"{""id_employee"": 21347, ""age"": 37, ""genre"": ""M"", ""revenu_mensuel"": 2090, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Consulting"", ""poste"": ""Consultant"", ""nombre_experiences_precedentes"": 6, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 7, ""annees_dans_l_entreprise"": 0, ""annees_dans_le_poste_actuel"": 0, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 2, ""niveau_education"": 2, ""domaine_etude"": ""Autre"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 2, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21347"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""15%""}"
17949,21346,2025-12-10 15:51:48.864555+00:00,"{""id_employee"": 21346, ""age"": 49, ""genre"": ""M"", ""revenu_mensuel"": 5130, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 10, ""annees_dans_l_entreprise"": 10, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 1, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 8, ""niveau_education"": 1, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 1, ""annes_sous_responsable_actuel"": 7, ""satisfaction_employee_environnement"": 3, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 2, ""satisfaction_employee_equipe"": 4, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21346"", ""note_evaluation_actuelle"": 4, ""heure_supplementaires"": ""Non"", ""augementation_salaire_precedente"": ""23%""}"
17948,21345,2025-12-10 15:51:48.824034+00:00,"{""id_employee"": 21345, ""age"": 41, ""genre"": ""F"", ""revenu_mensuel"": 5993, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Commercial"", ""poste"": ""Cadre Commercial"", ""nombre_experiences_precedentes"": 8, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 6, ""annees_dans_le_poste_actuel"": 4, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 0, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 1, ""niveau_education"": 2, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 5, ""satisfaction_employee_environnement"": 2, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 4, ""satisfaction_employee_equipe"": 1, ""satisfaction_employee_equilibre_pro_perso"": 1, ""eval_number"": ""E_21345"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17947,21348,2025-12-10 15:51:48.034841+00:00,"{""id_employee"": 21348, ""age"": 33, ""genre"": ""F"", ""revenu_mensuel"": 2909, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 8, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 3, ""niveau_education"": 4, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 3, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 3, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21348"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17946,21347,2025-12-10 15:51:47.992966+00:00,"{""id_employee"": 21347, ""age"": 37, ""genre"": ""M"", ""revenu_mensuel"": 2090, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Consulting"", ""poste"": ""Consultant"", ""nombre_experiences_precedentes"": 6, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 7, ""annees_dans_l_entreprise"": 0, ""annees_dans_le_poste_actuel"": 0, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 2, ""niveau_education"": 2, ""domaine_etude"": ""Autre"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 2, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21347"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""15%""}"
17945,21346,2025-12-10 15:51:47.946855+00:00,"{""id_employee"": 21346, ""age"": 49, ""genre"": ""M"", ""revenu_mensuel"": 5130, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 10, ""annees_dans_l_entreprise"": 10, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 1, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 8, ""niveau_education"": 1, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 1, ""annes_sous_responsable_actuel"": 7, ""satisfaction_employee_environnement"": 3, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 2, ""satisfaction_employee_equipe"": 4, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21346"", ""note_evaluation_actuelle"": 4, ""heure_supplementaires"": ""Non"", ""augementation_salaire_precedente"": ""23%""}"
17944,21345,2025-12-10 15:51:47.878591+00:00,"{""id_employee"": 21345, ""age"": 41, ""genre"": ""F"", ""revenu_mensuel"": 5993, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Commercial"", ""poste"": ""Cadre Commercial"", ""nombre_experiences_precedentes"": 8, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 6, ""annees_dans_le_poste_actuel"": 4, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 0, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 1, ""niveau_education"": 2, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 5, ""satisfaction_employee_environnement"": 2, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 4, ""satisfaction_employee_equipe"": 1, ""satisfaction_employee_equilibre_pro_perso"": 1, ""eval_number"": ""E_21345"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17943,21348,2025-12-10 15:51:47.545060+00:00,"{""id_employee"": 21348, ""age"": 33, ""genre"": ""F"", ""revenu_mensuel"": 2909, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 8, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 3, ""niveau_education"": 4, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 3, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 3, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21348"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17942,21347,2025-12-10 15:51:47.513508+00:00,"{""id_employee"": 21347, ""age"": 37, ""genre"": ""M"", ""revenu_mensuel"": 2090, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Consulting"", ""poste"": ""Consultant"", ""nombre_experiences_precedentes"": 6, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 7, ""annees_dans_l_entreprise"": 0, ""annees_dans_le_poste_actuel"": 0, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 2, ""niveau_education"": 2, ""domaine_etude"": ""Autre"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 2, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21347"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""15%""}"
17941,21346,2025-12-10 15:51:47.483127+00:00,"{""id_employee"": 21346, ""age"": 49, ""genre"": ""M"", ""revenu_mensuel"": 5130, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 10, ""annees_dans_l_entreprise"": 10, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 1, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 8, ""niveau_education"": 1, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 1, ""annes_sous_responsable_actuel"": 7, ""satisfaction_employee_environnement"": 3, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 2, ""satisfaction_employee_equipe"": 4, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21346"", ""note_evaluation_actuelle"": 4, ""heure_supplementaires"": ""Non"", ""augementation_salaire_precedente"": ""23%""}"
17940,21345,2025-12-10 15:51:47.311919+00:00,"{""id_employee"": 21345, ""age"": 41, ""genre"": ""F"", ""revenu_mensuel"": 5993, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Commercial"", ""poste"": ""Cadre Commercial"", ""nombre_experiences_precedentes"": 8, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 6, ""annees_dans_le_poste_actuel"": 4, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 0, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 1, ""niveau_education"": 2, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 5, ""satisfaction_employee_environnement"": 2, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 4, ""satisfaction_employee_equipe"": 1, ""satisfaction_employee_equilibre_pro_perso"": 1, ""eval_number"": ""E_21345"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17939,21348,2025-12-10 15:11:16.354110+00:00,"{""id_employee"": 21348, ""age"": 33, ""genre"": ""F"", ""revenu_mensuel"": 2909, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 8, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 3, ""niveau_education"": 4, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 3, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 3, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21348"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17938,21347,2025-12-10 15:11:16.325123+00:00,"{""id_employee"": 21347, ""age"": 37, ""genre"": ""M"", ""revenu_mensuel"": 2090, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Consulting"", ""poste"": ""Consultant"", ""nombre_experiences_precedentes"": 6, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 7, ""annees_dans_l_entreprise"": 0, ""annees_dans_le_poste_actuel"": 0, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 2, ""niveau_education"": 2, ""domaine_etude"": ""Autre"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 2, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21347"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""15%""}"
17937,21346,2025-12-10 15:11:16.297539+00:00,"{""id_employee"": 21346, ""age"": 49, ""genre"": ""M"", ""revenu_mensuel"": 5130, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 10, ""annees_dans_l_entreprise"": 10, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 1, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 8, ""niveau_education"": 1, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 1, ""annes_sous_responsable_actuel"": 7, ""satisfaction_employee_environnement"": 3, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 2, ""satisfaction_employee_equipe"": 4, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21346"", ""note_evaluation_actuelle"": 4, ""heure_supplementaires"": ""Non"", ""augementation_salaire_precedente"": ""23%""}"
17936,21345,2025-12-10 15:11:16.265113+00:00,"{""id_employee"": 21345, ""age"": 41, ""genre"": ""F"", ""revenu_mensuel"": 5993, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Commercial"", ""poste"": ""Cadre Commercial"", ""nombre_experiences_precedentes"": 8, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 6, ""annees_dans_le_poste_actuel"": 4, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 0, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 1, ""niveau_education"": 2, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 5, ""satisfaction_employee_environnement"": 2, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 4, ""satisfaction_employee_equipe"": 1, ""satisfaction_employee_equilibre_pro_perso"": 1, ""eval_number"": ""E_21345"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17935,21348,2025-12-10 15:11:15.269227+00:00,"{""id_employee"": 21348, ""age"": 33, ""genre"": ""F"", ""revenu_mensuel"": 2909, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 8, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 3, ""niveau_education"": 4, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 3, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 3, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21348"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17934,21347,2025-12-10 15:11:15.221331+00:00,"{""id_employee"": 21347, ""age"": 37, ""genre"": ""M"", ""revenu_mensuel"": 2090, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Consulting"", ""poste"": ""Consultant"", ""nombre_experiences_precedentes"": 6, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 7, ""annees_dans_l_entreprise"": 0, ""annees_dans_le_poste_actuel"": 0, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 2, ""niveau_education"": 2, ""domaine_etude"": ""Autre"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 2, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21347"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""15%""}"
17933,21346,2025-12-10 15:11:15.175686+00:00,"{""id_employee"": 21346, ""age"": 49, ""genre"": ""M"", ""revenu_mensuel"": 5130, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 10, ""annees_dans_l_entreprise"": 10, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 1, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 8, ""niveau_education"": 1, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 1, ""annes_sous_responsable_actuel"": 7, ""satisfaction_employee_environnement"": 3, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 2, ""satisfaction_employee_equipe"": 4, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21346"", ""note_evaluation_actuelle"": 4, ""heure_supplementaires"": ""Non"", ""augementation_salaire_precedente"": ""23%""}"
17932,21345,2025-12-10 15:11:15.106262+00:00,"{""id_employee"": 21345, ""age"": 41, ""genre"": ""F"", ""revenu_mensuel"": 5993, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Commercial"", ""poste"": ""Cadre Commercial"", ""nombre_experiences_precedentes"": 8, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 6, ""annees_dans_le_poste_actuel"": 4, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 0, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 1, ""niveau_education"": 2, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 5, ""satisfaction_employee_environnement"": 2, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 2, ""satisfaction_employee_nature_travail"": 4, ""satisfaction_employee_equipe"": 1, ""satisfaction_employee_equilibre_pro_perso"": 1, ""eval_number"": ""E_21345"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17931,21348,2025-12-10 15:11:14.775303+00:00,"{""id_employee"": 21348, ""age"": 33, ""genre"": ""F"", ""revenu_mensuel"": 2909, ""statut_marital"": ""Mari\u00e9(e)"", ""departement"": ""Consulting"", ""poste"": ""Assistant de Direction"", ""nombre_experiences_precedentes"": 1, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 8, ""annees_dans_l_entreprise"": 8, ""annees_dans_le_poste_actuel"": 7, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 3, ""niveau_education"": 4, ""domaine_etude"": ""Infra & Cloud"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Frequent"", ""annees_depuis_la_derniere_promotion"": 3, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 3, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 3, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21348"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""11%""}"
17930,21347,2025-12-10 15:11:14.705152+00:00,"{""id_employee"": 21347, ""age"": 37, ""genre"": ""M"", ""revenu_mensuel"": 2090, ""statut_marital"": ""C\u00e9libataire"", ""departement"": ""Consulting"", ""poste"": ""Consultant"", ""nombre_experiences_precedentes"": 6, ""nombre_heures_travailless"": 80, ""annee_experience_totale"": 7, ""annees_dans_l_entreprise"": 0, ""annees_dans_le_poste_actuel"": 0, ""nombre_participation_pee"": 0, ""nb_formations_suivies"": 3, ""nombre_employee_sous_responsabilite"": 1, ""distance_domicile_travail"": 2, ""niveau_education"": 2, ""domaine_etude"": ""Autre"", ""ayant_enfants"": ""Y"", ""frequence_deplacement"": ""Occasionnel"", ""annees_depuis_la_derniere_promotion"": 0, ""annes_sous_responsable_actuel"": 0, ""satisfaction_employee_environnement"": 4, ""note_evaluation_precedente"": 2, ""niveau_hierarchique_poste"": 1, ""satisfaction_employee_nature_travail"": 3, ""satisfaction_employee_equipe"": 2, ""satisfaction_employee_equilibre_pro_perso"": 3, ""eval_number"": ""E_21347"", ""note_evaluation_actuelle"": 3, ""heure_supplementaires"": ""Oui"", ""augementation_salaire_precedente"": ""15%""}"
