nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
0,2,1,546,4,2,Infra & Cloud,Y,Occasionnel,1,4
1,3,1,547,29,2,Infra & Cloud,Y,Frequent,0,2
0,2,1,548,2,3,Infra & Cloud,Y,Occasionnel,0,2
0,5,1,549,7,3,Infra & Cloud,Y,Occasionnel,11,10
1,5,1,550,18,3,Transformation Digitale,Y,Occasionnel,0,8
3,4,1,551,28,4,Entrepreunariat,Y,Frequent,0,4
0,4,1,554,1,1,Entrepreunariat,Y,Occasionnel,1,4
1,3,1,555,6,2,Marketing,Y,Frequent,1,0
1,3,1,556,2,2,Infra & Cloud,Y,Frequent,0,0
0,2,1,558,2,4,Infra & Cloud,Y,Occasionnel,1,12
2,3,1,560,23,3,Infra & Cloud,Y,Occasionnel,0,2
1,3,1,562,3,3,Infra & Cloud,Y,Aucun,1,4
0,2,1,564,3,4,Transformation Digitale,Y,Occasionnel,0,7
0,2,1,565,25,5,Entrepreunariat,Y,Occasionnel,1,1
0,3,1,566,2,2,Entrepreunariat,Y,Occasionnel,0,0
0,3,1,567,22,4,Autre,Y,Aucun,7,8
1,3,1,568,29,3,Marketing,Y,Occasionnel,0,0
1,2,1,569,29,4,Infra & Cloud,Y,Occasionnel,15,7
0,2,1,571,2,3,Transformation Digitale,Y,Aucun,6,7
0,5,1,573,28,3,Marketing,Y,Frequent,13,11
3,2,1,574,2,2,Transformation Digitale,Y,Occasionnel,0,4
0,2,1,575,2,3,Infra & Cloud,Y,Occasionnel,0,1
0,2,1,577,22,3,Infra & Cloud,Y,Occasionnel,4,3
0,3,1,578,8,4,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,579,2,4,Infra & Cloud,Y,Occasionnel,5,7
1,3,1,580,10,3,Marketing,Y,Occasionnel,1,2
1,6,1,581,9,1,Infra & Cloud,Y,Occasionnel,0,8
0,2,1,582,15,1,Transformation Digitale,Y,Occasionnel,7,7
3,2,1,584,10,1,Transformation Digitale,Y,Occasionnel,1,3
0,3,1,585,7,1,Marketing,Y,Occasionnel,1,2
0,2,1,586,16,3,Infra & Cloud,Y,Occasionnel,0,0
0,2,1,587,20,3,Infra & Cloud,Y,Frequent,0,0
3,2,1,590,23,3,Ressources Humaines,Y,Frequent,0,2
1,4,1,591,5,2,Autre,Y,Frequent,2,0
0,3,1,592,10,4,Transformation Digitale,Y,Aucun,9,7
0,3,1,593,4,1,Entrepreunariat,Y,Frequent,1,2
1,2,1,595,2,5,Marketing,Y,Occasionnel,6,7
0,2,1,597,18,5,Infra & Cloud,Y,Occasionnel,7,7
0,3,1,599,10,2,Infra & Cloud,Y,Aucun,1,10
0,2,1,600,1,3,Marketing,Y,Occasionnel,6,9
0,3,1,601,6,3,Infra & Cloud,Y,Occasionnel,5,13
1,3,1,602,8,1,Infra & Cloud,Y,Frequent,0,7
0,2,1,604,2,1,Infra & Cloud,Y,Occasionnel,0,5
1,5,1,605,24,3,Transformation Digitale,Y,Occasionnel,5,8
1,3,1,606,2,3,Autre,Y,Occasionnel,3,7
1,2,1,608,17,4,Infra & Cloud,Y,Frequent,1,0
2,2,1,611,19,3,Entrepreunariat,Y,Occasionnel,1,2
1,2,1,612,1,5,Transformation Digitale,Y,Occasionnel,0,5
1,3,1,613,7,3,Infra & Cloud,Y,Occasionnel,0,1
0,3,1,614,5,3,Marketing,Y,Frequent,0,0
1,2,1,615,28,3,Autre,Y,Aucun,0,1
0,3,1,616,2,4,Autre,Y,Aucun,0,7
2,5,1,618,29,2,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,620,1,3,Transformation Digitale,Y,Occasionnel,0,3
0,3,1,621,21,4,Infra & Cloud,Y,Occasionnel,5,7
0,3,1,622,24,3,Entrepreunariat,Y,Occasionnel,0,0
0,3,1,623,1,3,Entrepreunariat,Y,Occasionnel,1,2
0,3,1,624,18,1,Transformation Digitale,Y,Frequent,1,2
1,2,1,625,2,5,Infra & Cloud,Y,Occasionnel,11,8
1,6,1,626,9,4,Transformation Digitale,Y,Aucun,7,7
2,3,1,630,6,2,Entrepreunariat,Y,Occasionnel,6,9
0,2,1,631,11,4,Autre,Y,Aucun,1,2
2,3,1,632,24,3,Transformation Digitale,Y,Frequent,2,1
1,4,1,634,10,3,Transformation Digitale,Y,Occasionnel,0,0
1,2,1,635,1,4,Infra & Cloud,Y,Occasionnel,4,3
1,5,1,638,18,4,Infra & Cloud,Y,Occasionnel,0,9
2,3,1,639,23,3,Transformation Digitale,Y,Occasionnel,1,4
2,5,1,641,28,2,Marketing,Y,Occasionnel,1,4
1,2,1,643,17,2,Autre,Y,Occasionnel,0,0
1,2,1,644,3,3,Transformation Digitale,Y,Frequent,10,7
0,1,1,645,13,1,Transformation Digitale,Y,Occasionnel,0,6
1,4,1,647,7,3,Infra & Cloud,Y,Frequent,1,2
1,2,1,648,12,4,Infra & Cloud,Y,Frequent,0,0
1,3,1,649,1,2,Infra & Cloud,Y,Occasionnel,1,3
0,2,1,650,13,4,Transformation Digitale,Y,Occasionnel,1,2
0,3,1,652,25,2,Autre,Y,Occasionnel,0,2
2,4,1,653,6,4,Transformation Digitale,Y,Occasionnel,5,7
2,5,1,655,6,4,Transformation Digitale,Y,Occasionnel,0,3
1,3,1,656,2,3,Marketing,Y,Occasionnel,1,0
0,0,1,657,1,3,Infra & Cloud,Y,Occasionnel,0,0
2,4,1,659,2,4,Infra & Cloud,Y,Occasionnel,2,2
1,3,1,661,6,4,Autre,Y,Occasionnel,0,0
0,3,1,662,1,1,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,663,9,5,Transformation Digitale,Y,Frequent,4,7
1,3,1,664,1,4,Infra & Cloud,Y,Occasionnel,0,2
0,1,1,665,1,4,Infra & Cloud,Y,Occasionnel,0,2
2,3,1,666,14,3,Entrepreunariat,Y,Occasionnel,0,6
1,3,1,667,2,1,Marketing,Y,Occasionnel,0,2
0,2,1,669,22,1,Entrepreunariat,Y,Occasionnel,1,2
1,2,1,671,3,4,Autre,Y,Occasionnel,0,1
0,3,1,675,6,1,Transformation Digitale,Y,Occasionnel,2,2
0,3,1,677,8,4,Marketing,Y,Occasionnel,1,2
1,2,1,679,9,4,Infra & Cloud,Y,Occasionnel,0,5
1,2,1,680,3,3,Transformation Digitale,Y,Frequent,0,0
0,2,1,682,1,1,Transformation Digitale,Y,Occasionnel,8,10
1,4,1,683,1,5,Infra & Cloud,Y,Occasionnel,8,8
2,4,1,684,26,4,Infra & Cloud,Y,Frequent,0,0
1,2,1,686,6,3,Infra & Cloud,Y,Occasionnel,0,2
1,2,1,689,3,3,Autre,Y,Occasionnel,7,8
1,5,1,690,3,2,Transformation Digitale,Y,Occasionnel,1,2
0,3,1,691,6,4,Infra & Cloud,Y,Occasionnel,11,8
1,2,1,692,6,3,Infra & Cloud,Y,Frequent,4,7
1,1,1,698,19,4,Transformation Digitale,Y,Occasionnel,7,1
1,2,1,699,9,2,Transformation Digitale,Y,Occasionnel,0,2
0,0,1,700,3,4,Transformation Digitale,Y,Occasionnel,1,1
0,5,1,701,10,1,Transformation Digitale,Y,Occasionnel,1,1
0,3,1,702,3,3,Infra & Cloud,Y,Frequent,9,7
2,3,1,704,3,3,Infra & Cloud,Y,Aucun,0,0
1,3,1,705,4,3,Transformation Digitale,Y,Occasionnel,0,2
1,4,1,707,8,3,Infra & Cloud,Y,Occasionnel,1,2
0,2,1,709,7,4,Marketing,Y,Occasionnel,0,5
1,5,1,710,1,4,Infra & Cloud,Y,Frequent,2,8
0,3,1,712,2,1,Marketing,Y,Occasionnel,2,2
2,3,1,714,3,1,Transformation Digitale,Y,Frequent,0,4
0,2,1,715,10,2,Infra & Cloud,Y,Occasionnel,0,0
3,3,1,716,28,1,Transformation Digitale,Y,Occasionnel,3,8
0,3,1,717,9,3,Transformation Digitale,Y,Occasionnel,7,7
0,3,1,720,3,2,Infra & Cloud,Y,Occasionnel,2,0
0,4,1,721,2,4,Entrepreunariat,Y,Occasionnel,11,10
0,2,1,722,10,3,Marketing,Y,Occasionnel,0,8
1,4,1,723,8,2,Entrepreunariat,Y,Frequent,1,3
0,4,1,724,1,4,Infra & Cloud,Y,Occasionnel,1,8
0,3,1,725,1,2,Infra & Cloud,Y,Occasionnel,0,7
0,6,1,727,3,2,Infra & Cloud,Y,Occasionnel,7,7
0,2,1,728,14,4,Marketing,Y,Occasionnel,1,7
1,2,1,729,5,4,Infra & Cloud,Y,Frequent,1,12
0,3,1,730,7,3,Infra & Cloud,Y,Occasionnel,1,3
3,2,1,731,10,4,Ressources Humaines,Y,Occasionnel,12,6
0,1,1,732,16,4,Marketing,Y,Occasionnel,2,2
2,4,1,733,10,2,Infra & Cloud,Y,Frequent,1,7
1,3,1,734,1,3,Ressources Humaines,Y,Occasionnel,2,10
1,2,1,738,8,4,Marketing,Y,Occasionnel,2,2
0,4,1,741,1,2,Infra & Cloud,Y,Occasionnel,3,7
1,2,1,742,8,3,Infra & Cloud,Y,Aucun,0,5
0,4,1,743,1,3,Infra & Cloud,Y,Occasionnel,0,0
0,5,1,744,24,3,Transformation Digitale,Y,Aucun,1,4
2,2,1,746,3,3,Transformation Digitale,Y,Frequent,11,13
1,2,1,747,27,5,Marketing,Y,Occasionnel,7,7
0,6,1,749,10,3,Infra & Cloud,Y,Occasionnel,0,0
0,2,1,752,19,3,Transformation Digitale,Y,Frequent,2,2
1,5,1,754,15,3,Infra & Cloud,Y,Frequent,2,2
0,2,1,757,8,2,Transformation Digitale,Y,Occasionnel,4,3
1,2,1,758,9,1,Transformation Digitale,Y,Occasionnel,0,2
1,3,1,760,3,3,Ressources Humaines,Y,Occasionnel,3,6
0,1,1,762,9,3,Transformation Digitale,Y,Occasionnel,1,1
0,2,1,763,2,1,Transformation Digitale,Y,Occasionnel,2,3
0,2,1,764,7,3,Transformation Digitale,Y,Occasionnel,0,7
2,2,1,766,10,3,Marketing,Y,Occasionnel,2,2
0,4,1,769,6,3,Infra & Cloud,Y,Occasionnel,2,2
1,2,1,771,2,4,Infra & Cloud,Y,Aucun,0,0
2,2,1,772,24,4,Infra & Cloud,Y,Frequent,4,7
1,0,1,773,2,5,Transformation Digitale,Y,Occasionnel,0,1
1,3,1,775,8,5,Infra & Cloud,Y,Occasionnel,0,0
0,3,1,776,3,4,Marketing,Y,Occasionnel,1,16
0,2,1,780,1,4,Autre,Y,Occasionnel,7,8
0,5,1,781,26,1,Transformation Digitale,Y,Occasionnel,1,4
0,3,1,783,2,2,Entrepreunariat,Y,Occasionnel,3,1
0,3,1,784,10,1,Transformation Digitale,Y,Occasionnel,0,2
0,2,1,785,27,2,Infra & Cloud,Y,Frequent,1,3
0,5,1,786,2,3,Autre,Y,Occasionnel,1,4
1,2,1,787,2,3,Transformation Digitale,Y,Occasionnel,1,4
0,1,1,789,8,4,Infra & Cloud,Y,Aucun,0,9
1,3,1,791,19,4,Transformation Digitale,Y,Aucun,1,2
1,2,1,792,1,2,Infra & Cloud,Y,Frequent,2,0
1,3,1,793,27,3,Transformation Digitale,Y,Occasionnel,1,1
0,2,1,796,8,3,Entrepreunariat,Y,Occasionnel,1,2
0,2,1,797,1,4,Infra & Cloud,Y,Occasionnel,1,3
2,4,1,799,19,4,Transformation Digitale,Y,Occasionnel,1,4
1,3,1,800,8,1,Marketing,Y,Frequent,1,1
2,3,1,802,10,1,Infra & Cloud,Y,Occasionnel,4,3
0,2,1,803,2,4,Infra & Cloud,Y,Frequent,4,12
0,3,1,804,2,4,Transformation Digitale,Y,Occasionnel,1,3
1,1,1,805,8,4,Infra & Cloud,Y,Occasionnel,0,2
2,2,1,806,1,3,Infra & Cloud,Y,Occasionnel,0,2
1,2,1,807,2,2,Transformation Digitale,Y,Frequent,3,7
1,1,1,808,8,2,Infra & Cloud,Y,Occasionnel,1,2
1,4,1,809,8,3,Infra & Cloud,Y,Frequent,14,9
2,2,1,811,6,3,Infra & Cloud,Y,Occasionnel,0,0
3,4,1,812,9,3,Infra & Cloud,Y,Aucun,0,0
1,3,1,813,11,4,Infra & Cloud,Y,Occasionnel,1,4
0,3,1,815,2,3,Transformation Digitale,Y,Occasionnel,0,3
1,1,1,816,1,2,Infra & Cloud,Y,Occasionnel,0,0
0,3,1,817,7,3,Transformation Digitale,Y,Occasionnel,3,7
0,3,1,819,16,3,Marketing,Y,Occasionnel,0,2
1,3,1,820,2,2,Autre,Y,Occasionnel,3,0
1,2,1,823,1,3,Autre,Y,Occasionnel,0,5
1,3,1,824,23,2,Infra & Cloud,Y,Occasionnel,0,7
0,2,1,825,2,4,Infra & Cloud,Y,Occasionnel,13,8
0,0,1,826,1,4,Infra & Cloud,Y,Occasionnel,2,2
1,4,1,827,1,2,Infra & Cloud,Y,Occasionnel,0,2
0,3,1,828,2,4,Transformation Digitale,Y,Occasionnel,2,1
1,2,1,829,13,3,Ressources Humaines,Y,Occasionnel,0,4
1,3,1,830,4,3,Infra & Cloud,Y,Occasionnel,6,8
0,6,1,832,16,4,Transformation Digitale,Y,Frequent,0,0
0,4,1,833,2,3,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,834,2,3,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,836,29,3,Infra & Cloud,Y,Occasionnel,7,8
1,3,1,837,12,3,Infra & Cloud,Y,Frequent,1,2
0,3,1,838,16,4,Infra & Cloud,Y,Frequent,1,3
2,3,1,840,11,3,Marketing,Y,Occasionnel,7,7
0,3,1,842,2,1,Transformation Digitale,Y,Occasionnel,7,3
1,3,1,843,14,2,Infra & Cloud,Y,Occasionnel,1,0
1,3,1,844,5,1,Entrepreunariat,Y,Occasionnel,0,8
0,3,1,845,7,3,Autre,Y,Occasionnel,1,6
0,2,1,846,2,4,Marketing,Y,Occasionnel,7,5
1,1,1,847,3,2,Ressources Humaines,Y,Occasionnel,0,2
1,2,1,848,5,2,Transformation Digitale,Y,Frequent,1,7
3,6,1,850,3,3,Transformation Digitale,Y,Aucun,0,0
1,2,1,851,26,4,Marketing,Y,Occasionnel,4,17
0,2,1,852,4,3,Transformation Digitale,Y,Occasionnel,2,3
0,3,1,854,2,1,Transformation Digitale,Y,Occasionnel,0,1
1,5,1,855,1,3,Transformation Digitale,Y,Occasionnel,0,8
0,3,1,856,27,1,Transformation Digitale,Y,Occasionnel,1,1
1,1,1,857,1,2,Infra & Cloud,Y,Occasionnel,4,11
1,3,1,859,13,4,Infra & Cloud,Y,Occasionnel,0,3
1,3,1,861,5,4,Infra & Cloud,Y,Frequent,0,3
1,3,1,862,7,2,Marketing,Y,Occasionnel,0,4
1,2,1,864,9,3,Marketing,Y,Occasionnel,0,2
1,3,1,865,8,2,Transformation Digitale,Y,Occasionnel,1,3
0,3,1,867,25,4,Transformation Digitale,Y,Frequent,0,0
2,2,1,868,16,4,Marketing,Y,Occasionnel,0,0
1,6,1,869,8,2,Transformation Digitale,Y,Occasionnel,0,4
2,2,1,872,1,2,Infra & Cloud,Y,Occasionnel,2,2
1,2,1,874,8,4,Infra & Cloud,Y,Occasionnel,0,2
0,2,1,875,2,1,Transformation Digitale,Y,Frequent,2,2
0,3,1,878,8,3,Infra & Cloud,Y,Occasionnel,0,3
0,3,1,879,3,1,Autre,Y,Occasionnel,0,3
1,2,1,880,9,3,Infra & Cloud,Y,Occasionnel,5,15
1,3,1,881,25,4,Infra & Cloud,Y,Frequent,7,8
1,2,1,882,1,3,Infra & Cloud,Y,Aucun,0,2
0,1,1,885,4,1,Marketing,Y,Occasionnel,0,3
1,2,1,887,1,3,Entrepreunariat,Y,Occasionnel,0,2
0,2,1,888,4,1,Infra & Cloud,Y,Aucun,3,4
1,3,1,889,5,2,Infra & Cloud,Y,Frequent,5,3
1,3,1,893,9,3,Marketing,Y,Occasionnel,1,2
1,1,1,894,3,3,Infra & Cloud,Y,Occasionnel,1,3
1,2,1,895,11,4,Infra & Cloud,Y,Occasionnel,0,2
3,3,1,896,1,3,Transformation Digitale,Y,Occasionnel,0,2
1,3,1,897,8,3,Marketing,Y,Occasionnel,2,2
0,2,1,899,25,3,Entrepreunariat,Y,Occasionnel,4,8
1,3,1,900,21,2,Transformation Digitale,Y,Frequent,0,0
0,0,1,901,23,4,Infra & Cloud,Y,Occasionnel,3,8
1,2,1,902,1,3,Infra & Cloud,Y,Frequent,2,2
1,2,1,903,2,2,Marketing,Y,Occasionnel,7,7
0,2,1,904,19,2,Transformation Digitale,Y,Aucun,0,9
1,3,1,905,2,4,Infra & Cloud,Y,Aucun,14,7
2,2,1,909,2,3,Infra & Cloud,Y,Occasionnel,0,4
1,4,1,910,3,2,Ressources Humaines,Y,Occasionnel,0,3
0,2,1,911,25,4,Infra & Cloud,Y,Occasionnel,0,1
3,5,1,912,7,1,Transformation Digitale,Y,Occasionnel,0,3
0,0,1,913,9,2,Infra & Cloud,Y,Occasionnel,7,1
0,3,1,916,5,4,Transformation Digitale,Y,Occasionnel,0,2
1,3,1,918,2,1,Infra & Cloud,Y,Frequent,0,0
1,2,1,920,8,3,Infra & Cloud,Y,Occasionnel,0,0
0,3,1,922,2,3,Transformation Digitale,Y,Occasionnel,0,2
0,3,1,923,18,1,Autre,Y,Occasionnel,0,0
1,2,1,924,14,1,Infra & Cloud,Y,Occasionnel,4,11
0,3,1,925,2,4,Infra & Cloud,Y,Occasionnel,1,2
1,3,1,926,3,1,Infra & Cloud,Y,Occasionnel,0,2
1,1,1,927,2,4,Infra & Cloud,Y,Occasionnel,1,0
1,2,1,930,9,3,Transformation Digitale,Y,Occasionnel,2,2
0,2,1,932,6,3,Transformation Digitale,Y,Occasionnel,2,2
0,2,1,933,4,3,Infra & Cloud,Y,Occasionnel,0,0
2,3,1,934,10,3,Infra & Cloud,Y,Occasionnel,1,0
0,6,1,936,14,2,Transformation Digitale,Y,Occasionnel,0,3
0,1,1,939,1,4,Autre,Y,Occasionnel,0,2
1,3,1,940,5,3,Entrepreunariat,Y,Occasionnel,0,4
0,2,1,941,7,4,Infra & Cloud,Y,Occasionnel,5,2
1,2,1,942,21,1,Infra & Cloud,Y,Occasionnel,0,7
1,3,1,944,8,2,Autre,Y,Occasionnel,1,7
2,2,1,945,20,4,Transformation Digitale,Y,Occasionnel,0,0
1,2,1,947,20,2,Marketing,Y,Aucun,0,0
0,6,1,949,7,4,Autre,Y,Occasionnel,0,1
1,3,1,950,1,3,Entrepreunariat,Y,Occasionnel,5,11
0,3,1,951,1,3,Infra & Cloud,Y,Aucun,0,2
3,2,1,952,19,2,Marketing,Y,Occasionnel,0,0
1,2,1,954,10,4,Marketing,Y,Occasionnel,0,0
0,2,1,956,1,3,Transformation Digitale,Y,Frequent,0,7
0,3,1,957,6,3,Transformation Digitale,Y,Occasionnel,2,17
0,6,1,958,2,4,Transformation Digitale,Y,Occasionnel,3,9
0,3,1,959,21,3,Autre,Y,Occasionnel,0,0
0,2,1,960,4,3,Entrepreunariat,Y,Occasionnel,0,0
2,2,1,961,12,3,Transformation Digitale,Y,Occasionnel,8,5
1,2,1,964,9,4,Transformation Digitale,Y,Frequent,0,0
1,2,1,966,3,4,Transformation Digitale,Y,Occasionnel,6,3
1,6,1,967,3,1,Infra & Cloud,Y,Occasionnel,3,7
0,3,1,969,1,3,Infra & Cloud,Y,Occasionnel,1,4
0,2,1,970,1,4,Infra & Cloud,Y,Occasionnel,11,7
0,5,1,972,4,2,Infra & Cloud,Y,Aucun,0,8
1,5,1,974,20,3,Entrepreunariat,Y,Frequent,0,2
0,3,1,975,18,3,Transformation Digitale,Y,Occasionnel,1,0
1,2,1,976,1,2,Infra & Cloud,Y,Occasionnel,7,8
0,4,1,977,2,3,Entrepreunariat,Y,Occasionnel,0,0
1,3,1,981,2,2,Transformation Digitale,Y,Occasionnel,15,2
1,2,1,982,8,2,Autre,Y,Occasionnel,7,7
0,1,1,983,10,3,Entrepreunariat,Y,Aucun,1,3
1,2,1,984,3,4,Infra & Cloud,Y,Occasionnel,0,8
0,3,1,985,2,5,Infra & Cloud,Y,Occasionnel,0,7
0,2,1,986,24,3,Infra & Cloud,Y,Aucun,0,0
0,3,1,987,16,4,Transformation Digitale,Y,Frequent,2,7
2,3,1,990,8,4,Entrepreunariat,Y,Aucun,0,7
0,0,1,991,9,2,Transformation Digitale,Y,Aucun,1,2
0,2,1,992,17,3,Infra & Cloud,Y,Aucun,6,0
0,5,1,994,10,3,Infra & Cloud,Y,Occasionnel,0,0
0,4,1,995,13,1,Infra & Cloud,Y,Occasionnel,0,2
2,2,1,996,1,4,Transformation Digitale,Y,Occasionnel,0,2
1,1,1,997,1,2,Transformation Digitale,Y,Occasionnel,1,3
1,2,1,998,1,4,Autre,Y,Frequent,1,2
1,2,1,999,9,3,Transformation Digitale,Y,Frequent,0,11
1,2,1,1001,16,4,Entrepreunariat,Y,Occasionnel,2,2
1,2,1,1002,23,2,Infra & Cloud,Y,Aucun,0,8
0,0,1,1003,4,2,Infra & Cloud,Y,Occasionnel,0,7
0,2,1,1004,22,3,Infra & Cloud,Y,Occasionnel,0,1
1,2,1,1005,24,3,Infra & Cloud,Y,Occasionnel,1,5
1,0,1,1006,10,1,Transformation Digitale,Y,Frequent,0,2
1,3,1,1007,7,2,Transformation Digitale,Y,Occasionnel,0,7
2,6,1,1009,17,1,Transformation Digitale,Y,Occasionnel,3,2
1,2,1,1010,14,4,Autre,Y,Occasionnel,0,2
1,1,1,1011,1,1,Infra & Cloud,Y,Frequent,0,3
0,2,1,1012,5,2,Infra & Cloud,Y,Aucun,0,0
1,2,1,1013,17,3,Entrepreunariat,Y,Occasionnel,0,8
1,3,1,1014,25,4,Transformation Digitale,Y,Occasionnel,10,1
3,4,1,1015,8,2,Infra & Cloud,Y,Occasionnel,1,7
0,2,1,1016,11,3,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,1017,5,3,Transformation Digitale,Y,Frequent,1,2
0,2,1,1018,2,2,Transformation Digitale,Y,Occasionnel,1,3
1,3,1,1019,8,1,Infra & Cloud,Y,Occasionnel,1,1
0,0,1,1022,6,3,Infra & Cloud,Y,Occasionnel,2,2
0,3,1,1024,4,4,Infra & Cloud,Y,Occasionnel,4,8
0,6,1,1025,7,2,Transformation Digitale,Y,Occasionnel,2,1
1,3,1,1026,1,1,Infra & Cloud,Y,Occasionnel,11,8
1,2,1,1027,2,4,Infra & Cloud,Y,Occasionnel,2,2
1,4,1,1028,10,3,Autre,Y,Occasionnel,1,2
0,3,1,1029,5,2,Marketing,Y,Occasionnel,0,0
0,5,1,1030,9,3,Infra & Cloud,Y,Occasionnel,0,0
0,4,1,1032,2,3,Infra & Cloud,Y,Occasionnel,4,3
0,2,1,1033,11,2,Transformation Digitale,Y,Occasionnel,0,0
2,3,1,1034,18,4,Transformation Digitale,Y,Frequent,6,7
2,3,1,1035,7,1,Infra & Cloud,Y,Aucun,5,10
0,1,1,1036,3,4,Infra & Cloud,Y,Occasionnel,0,0
0,6,1,1037,29,2,Transformation Digitale,Y,Aucun,2,2
1,3,1,1038,2,1,Marketing,Y,Occasionnel,6,9
1,2,1,1039,28,3,Transformation Digitale,Y,Occasionnel,11,11
1,3,1,1040,1,3,Infra & Cloud,Y,Aucun,0,13
0,1,1,1042,16,4,Infra & Cloud,Y,Occasionnel,15,14
0,2,1,1043,22,3,Transformation Digitale,Y,Frequent,2,8
0,2,1,1044,8,1,Infra & Cloud,Y,Aucun,2,2
1,4,1,1045,11,2,Infra & Cloud,Y,Occasionnel,1,1
0,2,1,1046,29,4,Transformation Digitale,Y,Aucun,7,7
1,2,1,1047,1,4,Marketing,Y,Occasionnel,0,9
1,1,1,1048,1,2,Entrepreunariat,Y,Occasionnel,0,4
0,3,1,1049,24,4,Transformation Digitale,Y,Occasionnel,0,4
1,2,1,1050,2,3,Marketing,Y,Frequent,6,12
1,3,1,1052,15,3,Autre,Y,Occasionnel,0,0
1,2,1,1053,2,3,Infra & Cloud,Y,Frequent,1,2
1,2,1,1055,10,4,Infra & Cloud,Y,Occasionnel,0,0
0,5,1,1056,10,1,Transformation Digitale,Y,Occasionnel,0,0
1,2,1,1060,3,4,Autre,Y,Frequent,2,2
1,2,1,1061,2,4,Transformation Digitale,Y,Occasionnel,7,7
0,3,1,1062,3,3,Autre,Y,Occasionnel,0,1
1,3,1,1066,26,3,Marketing,Y,Occasionnel,7,5
2,5,1,1068,1,1,Transformation Digitale,Y,Frequent,1,3
2,0,1,1069,1,4,Transformation Digitale,Y,Occasionnel,2,2
1,4,1,1070,2,4,Infra & Cloud,Y,Occasionnel,7,0
1,4,1,1071,9,3,Transformation Digitale,Y,Frequent,0,3
0,2,1,1073,12,5,Transformation Digitale,Y,Occasionnel,7,8
0,3,1,1074,2,1,Transformation Digitale,Y,Aucun,6,2
1,5,1,1076,25,3,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,1077,9,3,Marketing,Y,Frequent,0,2
0,6,1,1079,10,3,Infra & Cloud,Y,Occasionnel,1,0
3,2,1,1080,8,4,Infra & Cloud,Y,Occasionnel,1,7
3,2,1,1081,4,4,Infra & Cloud,Y,Occasionnel,2,7
0,2,1,1082,24,2,Entrepreunariat,Y,Aucun,1,9
2,2,1,1083,1,2,Transformation Digitale,Y,Occasionnel,1,3
1,1,1,1084,20,3,Autre,Y,Occasionnel,0,2
0,3,1,1085,7,2,Entrepreunariat,Y,Occasionnel,0,8
1,4,1,1088,17,1,Infra & Cloud,Y,Occasionnel,1,9
1,6,1,1092,20,4,Entrepreunariat,Y,Occasionnel,11,1
3,4,1,1094,8,5,Infra & Cloud,Y,Aucun,1,2
1,4,1,1096,2,1,Infra & Cloud,Y,Frequent,1,2
0,4,1,1097,10,3,Autre,Y,Occasionnel,1,7
1,1,1,1098,1,2,Transformation Digitale,Y,Occasionnel,3,6
1,2,1,1099,5,3,Infra & Cloud,Y,Occasionnel,1,2
0,2,1,1100,4,3,Entrepreunariat,Y,Occasionnel,4,7
0,4,1,1101,29,4,Transformation Digitale,Y,Frequent,3,8
1,5,1,1102,15,2,Infra & Cloud,Y,Occasionnel,2,2
0,1,1,1103,3,1,Infra & Cloud,Y,Frequent,0,4
3,5,1,1105,10,4,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,1106,4,1,Entrepreunariat,Y,Occasionnel,5,6
1,0,1,1107,21,3,Transformation Digitale,Y,Occasionnel,0,0
0,0,1,1108,25,3,Transformation Digitale,Y,Occasionnel,2,2
1,3,1,1109,2,2,Transformation Digitale,Y,Occasionnel,13,7
2,2,1,1111,1,3,Transformation Digitale,Y,Frequent,0,0
0,4,1,1113,1,4,Autre,Y,Frequent,0,0
1,3,1,1114,7,3,Infra & Cloud,Y,Frequent,0,2
3,2,1,1115,3,4,Infra & Cloud,Y,Aucun,0,0
0,3,1,1116,1,4,Transformation Digitale,Y,Aucun,2,1
1,2,1,1117,9,4,Infra & Cloud,Y,Aucun,4,12
0,4,1,1118,7,4,Infra & Cloud,Y,Occasionnel,4,0
2,2,1,1119,10,4,Marketing,Y,Occasionnel,2,7
1,1,1,1120,28,4,Infra & Cloud,Y,Occasionnel,1,7
3,3,1,1121,3,3,Transformation Digitale,Y,Occasionnel,1,7
1,3,1,1124,3,1,Marketing,Y,Occasionnel,4,9
0,2,1,1125,2,2,Marketing,Y,Occasionnel,0,0
1,1,1,1126,27,3,Infra & Cloud,Y,Frequent,0,1
3,4,1,1127,2,3,Infra & Cloud,Y,Frequent,11,5
0,2,1,1128,14,3,Transformation Digitale,Y,Occasionnel,4,9
0,6,1,1131,1,1,Entrepreunariat,Y,Occasionnel,2,2
0,2,1,1132,9,3,Infra & Cloud,Y,Aucun,0,3
0,0,1,1133,18,4,Infra & Cloud,Y,Aucun,0,9
